2341,1
1756,0
1348,1
3233,0
2662,1
1664,0
3053,0
993,1
1890,1
1846,0
89,1
1701,0
1834,0
611,1
2082,0
2199,0
30,1
3209,0
2785,0
2516,0
2411,0
2950,0
3070,0
1645,0
1702,0
1004,1
2189,1
588,1
186,1
1379,1
552,0
2410,0
603,1
543,1
362,1
1740,0
3486,0
2275,0
3571,0
672,1
2630,0
1520,0
2880,0
2572,1
420,1
3282,0
363,1
1320,1
563,1
2841,0
3109,0
1845,0
1483,0
1632,0
692,1
3091,0
3583,1
126,1
1474,1
829,1
245,1
1081,1
3480,1
1796,0
1017,1
3445,0
2908,0
1057,1
2144,0
1249,0
2390,1
3218,0
1642,0
2747,0
2409,0
343,1
2625,0
869,1
830,1
2645,0
790,1
3657,1
839,1
1338,1
1718,0
950,1
114,1
1522,1
1214,1
390,1
190,1
962,1
986,1
3376,1
1950,0
3094,0
2031,0
2573,0
2496,0
673,1
3391,1
1286,0
1829,1
520,0
3299,1
2447,0
589,1
1509,0
3180,0
2145,0
990,1
2540,0
3372,0
2444,0
1110,0
2505,0
840,1
574,1
1235,1
2206,0
1304,1
3417,1
678,0
2921,0
3193,0
3490,0
379,1
2394,0
2065,0
2293,0
1797,0
984,1
2162,1
2068,0
1068,1
1415,0
952,1
2160,0
3048,1
1612,0
3551,1
198,1
1759,0
2620,0
3128,0
462,1
173,1
3226,0
2883,0
1823,0
2666,0
2472,0
3502,0
312,1
480,1
2663,0
1443,1
2154,0
2913,0
2353,0
838,1
1232,1
22,1
1134,1
388,1
1062,1
900,1
926,1
2300,0
2086,0
1173,1
3356,0
2864,0
2733,0
1650,0
3281,0
482,1
1356,1
3005,0
1760,0
1099,1
246,0
3414,1
1588,0
510,1
2259,0
1798,0
4,1
3411,0
2153,0
1726,0
1893,0
115,1
1948,0
3105,1
1336,1
228,1
679,1
3300,0
1723,0
2064,0
266,1
608,1
1240,1
1529,0
397,1
534,1
3588,0
3529,1
2348,1
1031,1
887,0
1602,0
754,1
1242,1
2072,0
3020,1
1413,1
199,1
2187,0
1959,0
988,1
2894,0
2874,0
3096,0
2952,0
3198,1
1659,0
1052,1
799,1
3578,0
1181,1
1441,1
3068,0
1937,0
935,1
972,1
171,1
591,1
1445,1
1412,1
1449,0
1418,1
1376,0
1259,1
2379,0
2267,0
2602,1
2805,0
857,1
2941,0
2710,0
2917,0
784,1
123,1
1836,0
370,1
778,1
3548,1
3144,0
772,0
2854,0
3064,0
1652,0
2811,0
2947,0
2214,0
217,1
1405,1
1228,1
1424,1
1063,1
1689,0
1653,0
2228,0
773,1
1543,0
1346,1
339,1
1475,1
2485,0
684,1
467,0
3155,0
1161,1
3024,0
2147,0
258,1
3069,0
2365,0
3632,0
257,1
1516,0
3441,1
920,1
208,1
912,1
281,1
2877,0
2776,0
50,0
1358,1
3037,0
2210,0
1083,1
3244,0
649,1
1384,1
2011,1
3638,1
1080,1
180,1
1983,0
612,1
721,1
451,1
79,1
1493,0
2395,0
577,1
922,1
2138,0
923,1
3176,0
2593,0
1778,0
1112,1
1900,0
2508,0
879,1
279,1
3508,0
1875,0
400,1
131,1
1293,1
3337,1
3451,1
2050,0
354,1
1011,1
1698,0
179,1
3327,0
2901,0
741,1
2838,0
3661,0
3514,1
2384,0
2936,0
2196,0
2009,0
3650,0
2844,1
3481,1
1715,0
2956,0
3410,0
1012,0
2597,0
446,1
3402,1
3225,0
314,1
1860,0
1754,0
25,1
