475,1
3055,0
3016,0
3214,0
1004,1
1643,0
1375,0
2210,0
2530,0
2316,0
673,1
1278,1
2406,0
174,1
225,1
727,1
1506,0
566,1
1819,0
813,1
3244,0
159,1
106,1
2491,0
1611,0
671,1
2504,0
2599,0
504,1
396,1
2349,0
1833,0
343,1
1337,1
772,0
2619,0
1172,1
1580,0
2464,0
886,1
2150,0
2206,0
1801,0
941,1
1640,0
1523,1
2887,0
1712,0
1811,1
1870,0
2142,0
3672,0
1178,1
2753,0
2256,0
920,1
859,1
3400,0
1748,0
1876,0
656,1
3285,1
360,1
3557,0
764,1
3215,0
3537,0
3536,0
2638,0
2962,1
28,1
2397,0
253,1
908,1
1074,1
558,1
1955,0
404,1
3385,1
2049,0
822,1
2351,0
2974,0
2302,0
3641,1
3601,0
3191,0
2630,0
591,1
71,1
729,1
2405,0
254,1
704,1
2377,0
2944,0
208,1
2381,0
2313,0
3418,0
1068,1
407,0
1540,0
2617,0
2727,1
1737,0
1464,1
1957,0
913,1
865,1
829,1
667,1
1719,0
793,1
2977,0
1747,0
691,1
1951,0
20,1
373,1
699,1
964,1
142,1
1218,1
2107,0
3104,0
1570,1
492,0
2784,0
1430,0
1142,1
29,1
2773,0
2532,0
2636,1
1401,0
2425,0
81,1
2756,0
2526,0
935,1
548,1
2085,0
17,1
2698,0
60,1
2488,0
155,1
1452,1
337,1
2127,0
332,1
3013,0
1630,0
3419,1
190,1
1880,0
3160,0
403,1
1774,0
1778,0
668,1
963,1
589,1
3438,0
1960,0
1421,1
98,0
63,1
929,1
760,1
2865,0
3446,1
2034,0
2731,0
1483,0
3480,1
145,1
863,1
3095,0
2336,0
1646,0
453,1
1000,1
419,1
1299,1
1362,1
1198,1
2198,0
3524,1
1941,1
1338,1
3515,1
1103,1
861,1
1206,1
15,1
2086,0
3493,0
1944,1
3651,0
1332,1
2891,0
153,0
905,1
2422,0
2224,0
3043,0
3137,0
2283,0
2223,0
413,1
3280,0
1796,0
1639,1
1090,1
1699,0
388,1
2122,0
1767,0
3151,0
2154,0
2510,0
380,0
365,1
495,1
1351,1
2358,0
1813,0
3200,0
2110,0
1996,0
1016,1
1350,0
2380,0
1697,0
2847,1
2675,0
2172,0
1625,0
3443,1
1486,0
2089,0
3421,1
593,1
2187,0
2871,0
16,1
2971,0
3657,1
719,1
2741,0
2831,0
2026,0
1382,1
33,1
2237,0
2920,0
3490,0
2853,0
2274,0
1386,1
3530,1
600,1
3126,0
41,1
914,1
3364,0
3640,1
398,1
1441,1
1444,1
1153,1
1479,1
1160,1
820,1
313,1
650,1
2109,0
3313,0
1353,1
209,1
2833,0
2933,0
2474,0
561,1
1290,1
2605,0
1604,0
3331,0
3445,0
1183,1
3479,0
2402,0
1135,1
3029,0
64,1
1045,1
2487,0
2634,0
1268,1
2848,0
2315,0
3606,0
3021,0
2325,0
3260,0
2466,0
857,1
224,1
843,1
3057,0
1610,0
604,1
3363,1
1953,0
3476,1
26,1
2340,0
1608,0
1403,0
307,1
676,1
2700,0
1839,0
490,1
1317,1
581,1
878,1
3156,0
3650,0
1100,1
2499,0
1892,0
1134,1
725,1
1106,1
1577,0
80,1
912,1
2015,0
301,1
892,1
1297,1
531,1
953,1
592,1
2981,0
2140,0
31,1
2061,0
219,1
2618,0
2304,0
2407,0
2433,0
3178,0
3571,0
1717,0
3477,1
1782,0
2909,0
619,1
2762,0
3578,0
2525,0
2273,0
2408,0
