231,1
2036,0
3301,1
1439,1
3628,0
724,1
1563,0
3588,0
812,1
3482,0
2334,0
1944,1
1659,0
1732,0
2735,0
1414,1
137,1
1327,0
3637,0
1500,0
798,1
3487,0
3191,0
1508,1
1453,1
706,1
3668,0
3530,1
3649,0
2937,0
2877,0
3584,0
2830,0
467,0
452,1
1234,1
2225,1
1213,1
138,1
1590,0
757,1
1267,1
412,1
1269,1
1395,1
940,0
3112,0
3592,0
898,1
1570,1
3531,0
1470,1
1602,1
2130,1
171,1
3131,0
963,1
922,1
1357,0
2106,0
190,1
2472,1
2207,0
984,1
1906,0
77,1
2005,0
650,1
1680,1
2076,0
1843,0
2602,0
883,0
1746,0
2773,0
1964,0
711,1
612,1
3456,0
1770,0
1706,0
648,1
3094,0
3586,0
40,1
2289,0
3008,0
1203,0
1224,1
1853,0
2366,0
1383,1
2095,0
2011,1
2837,0
265,1
2706,1
3570,0
2647,0
1423,1
3398,0
2718,1
2575,0
197,1
1536,1
3361,0
1475,1
1935,0
13,1
806,1
873,1
1713,0
625,1
52,0
450,1
1089,0
2368,0
2284,0
891,1
435,1
2436,0
505,1
3141,0
3442,1
2775,0
2982,0
1503,0
744,0
1374,1
47,0
607,0
70,1
2922,0
670,1
1940,0
1242,1
457,1
518,1
2757,0
361,1
2124,1
1117,1
3665,0
1575,1
1682,0
2894,0
303,1
123,1
1124,1
3340,0
2962,1
828,1
2645,0
3443,1
2129,0
3674,0
405,1
1810,0
3208,0
2694,0
1541,0
342,1
3534,0
587,1
2396,0
1918,0
25,1
135,0
2424,0
1711,1
1560,0
1852,0
2255,0
112,1
1518,0
1921,1
1591,0
821,1
1583,0
2990,0
1187,1
2212,0
2565,1
2243,0
1504,0
3077,0
3656,0
1382,1
818,1
3580,1
366,1
2290,0
3625,0
439,0
3385,0
2462,0
3440,1
983,1
3358,0
3235,0
1216,0
3009,1
1478,1
1372,1
1672,0
658,1
2638,0
2223,0
1290,1
2560,0
1205,1
3441,1
2988,1
2842,1
1020,1
1186,1
2201,0
476,1
2244,0
3295,1
2053,0
3640,1
2294,0
1893,0
1820,0
2493,1
359,0
94,0
1509,0
1404,1
244,1
1085,1
343,1
2375,0
2314,1
2586,0
2673,0
1739,0
2373,0
882,0
1426,0
15,1
1894,1
2451,0
1927,0
1424,1
2933,0
3423,0
2902,0
169,1
3595,0
1454,0
590,1
3033,0
2426,0
2913,0
755,1
449,0
1258,1
715,0
3460,1
96,0
1093,1
2062,0
2439,1
3491,1
3118,0
1215,1
599,0
3146,0
1726,0
1514,0
193,1
3145,0
2986,0
1552,0
157,1
3329,0
857,0
2367,0
2336,0
3320,0
621,1
3466,0
676,1
2443,0
1121,1
1397,1
2125,1
245,1
3034,0
1304,1
2160,0
1673,0
3267,0
834,1
763,1
2558,0
1257,0
226,1
1969,1
3484,1
3164,0
19,1
99,0
2707,0
3168,0
3331,0
1298,0
264,0
2428,0
2848,0
2516,0
2420,1
2227,0
691,1
63,1
2139,0
1309,1
2411,0
1461,0
1626,0
1081,1
363,0
2681,0
2502,0
1936,0
1939,0
3130,0
1724,0
3474,0
64,1
1072,1
3569,1
3055,0
2989,0
387,0
54,1
3155,0
3614,1
3092,0
1740,0
1282,1
399,1
2596,0
2150,1
1107,1
712,1
1307,1
2417,0
278,1
1401,0
2262,0
2896,0
198,1
563,1
1151,1
3535,1
1380,1
1219,0
270,1
470,1
3394,0
1920,0
3504,0
1291,1
3101,1
490,0
